name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,state_full
ALLENTOWN,ALLENTOWN,TN,Carter,1892.0,1900.0,True,5.0,798,True,8.0,True,ALLENTOWN,CARTER,TN,1649150.0,Post Office,Allentown Post Office,Carter,36.2861704,-82.1653133,550.0,1.0,36.2861704,-82.1653133,Tennessee
ALLENVILLE,ALLENVILLE,MO,Cape Girardeau,1869.0,1974.0,True,1.0,804,True,105.0,True,ALLENVILLE,CAPE GIRARDEAU,MO,713227.0,Populated Place,Allenville,Cape Girardeau,37.2217192,-89.7575929,108.0,1.0,37.2217192,-89.7575929,Missouri
ALLERTON,ALLERTON,MA,Plymouth,1895.0,1957.0,True,1.0,807,True,62.0,True,ALLERTON,PLYMOUTH,MA,2783736.0,Post Office,Allerton Post Office,Plymouth,42.3011579,-70.8834528,3.0,1.0,42.3011579,-70.8834528,Massachusetts
ALLEY,ALLEY,MO,Shannon,1884.0,1950.0,True,1.0,808,True,66.0,True,ALLEY,SHANNON,MO,739894.0,Populated Place,Alley,Shannon,37.1522712,-91.4434708,214.0,1.0,37.1522712,-91.4434708,Missouri
ALLEY SPRING,ALLEY SPRING,MO,Shannon,1950.0,1974.0,True,1.0,811,True,24.0,True,ALLEY SPRING,SHANNON,MO,713232.0,Populated Place,Alley Spring,Shannon,37.1442159,-91.4440263,207.0,1.0,37.1442159,-91.4440263,Missouri
ALLFRIEND,ALLFRIEND,AR,Newton,1927.0,1955.0,True,1.0,813,True,28.0,True,ALLFRIEND,NEWTON,AR,69914.0,Populated Place,Allfriend (historical),Newton,36.1109078,-93.4107396,445.0,1.0,36.1109078,-93.4107396,Arkansas
ALLGOODS MILL,ALLGOODS MILL,MS,Noxubee,1873.0,1887.0,True,6.0,816,True,14.0,True,ALLGOODS MILL,NOXUBEE,MS,689565.0,Populated Place,Allgoods Mill (historical),Noxubee,33.225958,-88.7014384,57.0,1.0,33.225958,-88.7014384,Mississippi
ALLIANCE,ALLIANCE,MO,Bollinger,1889.0,1953.0,True,1.0,819,True,64.0,True,ALLIANCE,BOLLINGER,MO,731525.0,Populated Place,Alliance,Bollinger,37.5622787,-89.9967752,212.0,1.0,37.5622787,-89.9967752,Missouri
ALLIANCE,ALLIANCE,AL,Macon,1890.0,1902.0,True,5.0,820,True,12.0,True,ALLIANCE,MACON,AL,113023.0,Populated Place,Alliance,Macon,32.4809714,-85.5621727,162.0,1.0,32.4809714,-85.5621727,Alabama
ALLIANCE,ALLIANCE,FL,Jackson,1890.0,1943.0,True,2.0,822,True,53.0,True,ALLIANCE,JACKSON,FL,295091.0,Populated Place,Alliance,Jackson,30.6099162,-85.1135339,68.0,1.0,30.6099162,-85.1135339,Florida
ALLIANCE,ALLIANCE,NJ,Salem,1888.0,1917.0,True,4.0,826,True,29.0,True,ALLIANCE,SALEM,NJ,874305.0,Populated Place,Alliance,Salem,39.5187265,-75.0918455,31.0,1.0,39.5187265,-75.0918455,New Jersey
ALLIGATOR,ALLIGATOR,FL,Columbia,1830.0,1859.0,True,6.0,833,True,29.0,True,ALLIGATOR,COLUMBIA,FL,294540.0,Populated Place,Alligator,Columbia,30.1835647,-82.6331787,57.0,1.0,30.1835647,-82.6331787,Florida
ALLIGERVILLE,ALLIGERVILLE,NY,Ulster,1902.0,1954.0,True,1.0,838,True,52.0,True,ALLIGERVILLE,ULSTER,NY,942381.0,Populated Place,Alligerville,Ulster,41.7959265,-74.1790347,67.0,1.0,41.7959265,-74.1790347,New York
ALLINGTOWN,ALLINGTOWN,CT,New Haven,1895.0,1901.0,True,6.0,839,True,6.0,True,ALLINGTOWN,NEW HAVEN,CT,2783266.0,Post Office,Allingtown Post Office,New Haven,41.2876316,-72.9785148,43.0,1.0,41.2876316,-72.9785148,Connecticut
ALLIS HOLLOW,ALLIS HOLLOW,PA,Bradford,1868.0,1904.0,True,4.0,841,True,36.0,True,ALLIS HOLLOW,BRADFORD,PA,1202968.0,Populated Place,Allis Hollow,Bradford,41.8434082,-76.3057685,285.0,1.0,41.8434082,-76.3057685,Pennsylvania
ALLISON,ALLISON,LA,Saint Tammany,1908.0,1909.0,True,6.0,842,True,1.0,True,ALLISON,ST. TAMMANY,LA,1628748.0,Cemetery,Allison Cemetery,St. Tammany,30.5571295,-90.161186,22.0,1.0,30.5571295,-90.161186,Louisiana
ALLISON,ALLISON,MO,Nodaway,1883.0,1901.0,True,5.0,843,True,18.0,True,ALLISON,NODAWAY,MO,759679.0,Post Office,Allison Post Office,Nodaway,40.5322108,-94.7066338,364.0,1.0,40.5322108,-94.7066338,Missouri
ALLISON,ALLISON,AL,Greene,1921.0,1949.0,True,1.0,844,True,28.0,True,ALLISON,GREENE,AL,155987.0,Populated Place,Allison,Greene,32.7867977,-87.9758499,58.0,1.0,32.7867977,-87.9758499,Alabama
ALLISON,ALLISON,AR,Stone,1930.0,1972.0,True,1.0,846,True,42.0,True,ALLISON,STONE,AR,70432.0,Populated Place,Allison,Stone,35.9367399,-92.1173747,120.0,1.0,35.9367399,-92.1173747,Arkansas
ALLISON CREEK,ALLISON CREEK,SC,York,1854.0,1872.0,False,7.0,850,True,18.0,True,ALLISON CREEK,YORK,SC,1233586.0,Church,Allison Creek Church,York,35.0634696,-81.2303523,217.0,,35.0634696,-81.2303523,South Carolina
ALLONSONIA,ALLONSONIA,TN,Williamson,1879.0,1920.0,False,3.0,855,True,41.0,True,ALLISONIA,WILLIAMSON,TN,1304808.0,Populated Place,Allisonia,Williamson,35.7547885,-86.6919412,230.0,0.8,35.7547885,-86.6919412,Tennessee
ALLOWAY,ALLOWAY,NY,Wayne,1827.0,1900.0,False,3.0,857,True,73.0,True,ALLOWAY,WAYNE,NY,942385.0,Populated Place,Alloway,Wayne,43.0236745,-76.9885786,133.0,1.0,43.0236745,-76.9885786,New York
ALLOWAYSTOWN,ALLOWAYSTOWN,NJ,Salem,1826.0,1882.0,True,2.0,858,True,56.0,True,ALLOWAYSTOWN,SALEM,NJ,874308.0,Populated Place,Allowaystown,Salem,39.560947,-75.3624151,12.0,1.0,39.560947,-75.3624151,New Jersey
ALLSBORO,ALLSBORO(UGH),AL,Colbert,1850.0,1955.0,False,1.0,862,True,105.0,True,ALLSBORO,COLBERT,AL,113039.0,Populated Place,Allsboro,Colbert,34.6942587,-88.1103182,196.0,1.0,34.6942587,-88.1103182,Alabama
ALLSBROOK,ALLSBROOK,SC,Horry,1915.0,1947.0,True,1.0,863,True,32.0,True,ALLSBROOK,HORRY,SC,1244873.0,Populated Place,Allsbrook,Horry,34.0201701,-78.9464191,32.0,1.0,34.0201701,-78.9464191,South Carolina
ALLSTON,ALLSTON,MA,Suffolk,1868.0,1875.0,True,5.0,865,True,7.0,True,ALLSTON,SUFFOLK,MA,1971984.0,Post Office,Allston Post Office,Suffolk,42.3544034,-71.1327966,12.0,1.0,42.3544034,-71.1327966,Massachusetts
ALLSUP,ALLSUP,AL,Calhoun,1879.0,1903.0,False,4.0,866,True,24.0,True,ALLSUP,CALHOUN,AL,159062.0,Populated Place,Allsup,Calhoun,33.9412118,-85.7163532,209.0,1.0,33.9412118,-85.7163532,Alabama
ALLULA,ALLULA,AL,Saint Clair,1883.0,1905.0,True,4.0,867,True,22.0,True,ALLULA,ST. CLAIR,AL,165003.0,Locale,Allula (historical),St. Clair,33.8237101,-86.1699754,186.0,1.0,33.8237101,-86.1699754,Alabama
ALLUVIAL,ALLUVIAL,LA,Saint Bernard,1916.0,1918.0,True,5.0,869,True,2.0,True,ALLUVIAL,ST. BERNARD,LA,559767.0,Populated Place,Alluvial,St. Bernard,29.8413171,-89.6914483,1.0,1.0,29.8413171,-89.6914483,Louisiana
ALLWOOD,ALLWOOD,NJ,Passaic,1899.0,1903.0,True,4.0,870,True,4.0,True,ALLWOOD,PASSAIC,NJ,2780835.0,Post Office,Allwood Post Office,Passaic,40.8421363,-74.1588677,42.0,1.0,40.8421363,-74.1588677,New Jersey
ALMA MINE,ALMA MINE,MO,Christian,1878.0,1882.0,True,6.0,885,True,4.0,True,ALMA MINE,CHRISTIAN,MO,754021.0,Mine,Alma Mine,Christian,36.9414441,-93.2007379,414.0,1.0,36.9414441,-93.2007379,Missouri
ALMADANE,ALMADANE,LA,Vernon,1882.0,1933.0,True,2.0,888,True,51.0,True,ALMADANE,VERNON,LA,542921.0,Populated Place,Almadane,Vernon,30.9418614,-93.5048936,33.0,1.0,30.9418614,-93.5048936,Louisiana
ALMADEN,ALMADEN,PA,Clearfield,1903.0,1905.0,True,6.0,889,True,2.0,True,ALMADEN,CLEARFIELD,PA,1168215.0,Populated Place,Almaden,Clearfield,40.7628382,-78.3997413,499.0,1.0,40.7628382,-78.3997413,Pennsylvania
ALMARTHA,ALMARTHA,MO,Ozark,1855.0,1969.0,False,1.0,891,True,114.0,True,ALMARTHA,OZARK,MO,748579.0,Populated Place,Almartha,Ozark,36.7642263,-92.5171087,284.0,1.0,36.7642263,-92.5171087,Missouri
ALMAVILLE,ALMAVILLE,TN,Rutherford,1879.0,1905.0,True,5.0,893,True,26.0,True,ALMAVILLE,RUTHERFORD,TN,1275629.0,Populated Place,Almaville,Rutherford,35.8653425,-86.5811055,188.0,1.0,35.8653425,-86.5811055,Tennessee
ALMEDA,ALMEDA,NY,Delaware,1894.0,1900.0,True,2.0,895,True,6.0,True,ALAMEDA,DELAWARE,NY,965796.0,Populated Place,Alameda,Delaware,42.3423047,-74.7170994,460.0,0.833333333333333,42.3423047,-74.7170994,New York
ALMEDA,ALMEDA,SC,Hampton,1880.0,1908.0,True,5.0,896,True,28.0,True,ALMEDA,HAMPTON,SC,1220187.0,Populated Place,Almeda,Hampton,32.8298903,-81.0492728,25.0,1.0,32.8298903,-81.0492728,South Carolina
ALMEDIA,ALMEDIA,PA,Columbia,1889.0,1934.0,True,2.0,897,True,45.0,True,ALMEDIA,COLUMBIA,PA,1168216.0,Populated Place,Almedia,Columbia,41.0145307,-76.381053,154.0,1.0,41.0145307,-76.381053,Pennsylvania
ALMERIA,ALMERIA,AL,Bullock,1900.0,1905.0,True,6.0,898,True,5.0,True,ALMERIA,BULLOCK,AL,155990.0,Populated Place,Almeria,Bullock,32.0265411,-85.8505066,166.0,1.0,32.0265411,-85.8505066,Alabama
ALMON,ALMON,MO,Hickory,1883.0,1922.0,True,3.0,903,True,39.0,True,ALMON,HICKORY,MO,739165.0,Populated Place,Almon,Hickory,37.9580889,-93.0946372,254.0,1.0,37.9580889,-93.0946372,Missouri
ALMON,ALMON,GA,Newton,1886.0,1931.0,True,2.0,904,True,45.0,True,ALMON,NEWTON,GA,310495.0,Populated Place,Almon,Newton,33.6192798,-83.92213,213.0,1.0,33.6192798,-83.92213,Georgia
ALMOND,ALMOND,AL,Randolph,1852.0,1913.0,False,3.0,905,True,61.0,True,ALMOND,RANDOLPH,AL,155991.0,Populated Place,Almond,Randolph,33.146508,-85.6216228,257.0,1.0,33.146508,-85.6216228,Alabama
ALMOND,ALMOND,AR,Cleburne,1879.0,1966.0,True,1.0,906,True,87.0,True,ALMOND,CLEBURNE,AR,57260.0,Populated Place,Almond,Cleburne,35.6959109,-91.7984762,362.0,1.0,35.6959109,-91.7984762,Arkansas
ALMONESSON,ALMONESSON,NJ,Gloucester,1872.0,1964.0,True,1.0,908,True,92.0,True,ALMONESSON,GLOUCESTER,NJ,874314.0,Populated Place,Almonesson,Gloucester,39.8190027,-75.0985071,13.0,1.0,39.8190027,-75.0985071,New Jersey
ALMONT,ALMONT,PA,Bucks,1895.0,1954.0,True,1.0,909,True,59.0,True,ALMONT,BUCKS,PA,1214179.0,Post Office,Almont Post Office (historical),Bucks,40.3642696,-75.3343433,174.0,1.0,40.3642696,-75.3343433,Pennsylvania
ALMY,ALMY,TN,Scott,1890.0,1909.0,True,4.0,910,True,19.0,True,ALMY,SCOTT,TN,1314333.0,Populated Place,Almy,Scott,36.4539677,-84.4943827,393.0,1.0,36.4539677,-84.4943827,Tennessee
ALOHA,ALOHA,LA,Grant,1904.0,1922.0,True,3.0,914,True,18.0,True,ALOHA,GRANT,LA,553294.0,Populated Place,Aloha,Grant,31.5832265,-92.7723743,30.0,1.0,31.5832265,-92.7723743,Louisiana
ALONZO,ALONZO,LA,Winn,1904.0,1906.0,True,6.0,916,True,2.0,True,ALONZO,WINN,LA,549116.0,Populated Place,Alonzo (historical),Winn,31.8640536,-92.7051504,56.0,1.0,31.8640536,-92.7051504,Louisiana
ALONZO,ALONZO,AR,Independence,1899.0,1918.0,True,4.0,919,True,19.0,True,ALONZO,INDEPENDENCE,AR,76559.0,Populated Place,Alonzo,Independence,35.5775791,-91.7254184,209.0,1.0,35.5775791,-91.7254184,Arkansas
ALONZO,ALONZO,MS,Rankin,1901.0,1912.0,True,4.0,921,True,11.0,True,ALONZO,RANKIN,MS,691665.0,Populated Place,Alonzo,Rankin,32.0504313,-90.2153651,92.0,1.0,32.0504313,-90.2153651,Mississippi
ALPENA PASS,ALPENA PASS,AR,Boone,1901.0,1950.0,True,1.0,923,True,49.0,True,ALPENA PASS,BOONE,AR,84447.0,Post Office,Alpena Pass Post Office,Boone,36.2952273,-93.2897123,348.0,1.0,36.2952273,-93.2897123,Arkansas
ALPHA,ALPHA,LA,Natchitoches,1882.0,1907.0,True,5.0,925,True,25.0,True,ALPHA,NATCHITOCHES,LA,541142.0,Populated Place,Alpha,Natchitoches,31.9709944,-93.1865558,54.0,1.0,31.9709944,-93.1865558,Louisiana
ALPHA,ALPHA,MO,Grundy,1856.0,1904.0,True,4.0,926,True,48.0,True,ALPHA,GRUNDY,MO,730048.0,Populated Place,Alpha,Grundy,39.9852952,-93.4210459,246.0,1.0,39.9852952,-93.4210459,Missouri
ALPHA,ALPHA,TN,Hamblen,1887.0,1928.0,True,3.0,927,True,41.0,True,ALPHA,HAMBLEN,TN,1314259.0,Populated Place,Alpha,Hamblen,36.1770353,-83.382672,394.0,1.0,36.1770353,-83.382672,Tennessee
ALPHA,ALPHA,AR,Yell,1874.0,1920.0,True,3.0,929,True,46.0,True,ALPHA,YELL,AR,70435.0,Populated Place,Alpha,Yell,35.115644,-93.2807357,116.0,1.0,35.115644,-93.2807357,Arkansas
ALPHA,ALPHA,NJ,Warren,1901.0,1960.0,True,1.0,931,True,59.0,True,ALPHA,WARREN,NJ,2802453.0,Post Office,Alpha Post Office,Warren,40.6646456,-75.1588346,93.0,1.0,40.6646456,-75.1588346,New Jersey
ALPHABA,ALPHABA,MS,De Soto,1894.0,1906.0,True,5.0,933,True,12.0,True,ALPHABA,DESOTO,MS,690214.0,Populated Place,Alphaba,DeSoto,34.773988,-89.8736995,95.0,1.0,34.773988,-89.8736995,Mississippi
ALPIKA,ALPIKA,MS,De Soto,1886.0,1907.0,True,4.0,936,True,21.0,True,ALPIKA,DESOTO,MS,712659.0,Post Office,Alpika Post Office,DeSoto,34.9532606,-90.1505521,65.0,1.0,34.9532606,-90.1505521,Mississippi
ALPINE,ALPINE,AR,Clark,1849.0,1976.0,False,1.0,939,True,127.0,True,ALPINE,CLARK,AR,45845.0,Populated Place,Alpine,Clark,34.2289863,-93.3790695,183.0,1.0,34.2289863,-93.3790695,Arkansas
ALPINE,ALPINE,GA,Chattooga,1843.0,1900.0,True,4.0,941,True,57.0,True,ALPINE,CHATTOOGA,GA,331030.0,Populated Place,Alpine,Chattooga,34.4559199,-85.4916273,235.0,1.0,34.4559199,-85.4916273,Georgia
ALPINE,ALPINE,MS,Union,1889.0,1904.0,True,5.0,942,True,15.0,True,ALPINE,UNION,MS,666235.0,Populated Place,Alpine,Union,34.4953785,-88.7978356,129.0,1.0,34.4953785,-88.7978356,Mississippi
ALPINE,ALPINE,PA,York,1870.0,1911.0,True,3.0,945,True,41.0,True,ALPINE,YORK,PA,1192068.0,Populated Place,Alpine,York,40.0787054,-76.8727502,166.0,1.0,40.0787054,-76.8727502,Pennsylvania
ALPLAUS,ALPLAUS,NY,Schenectady,1888.0,1973.0,False,1.0,948,True,85.0,True,ALPLAUS,SCHENECTADY,NY,942393.0,Populated Place,Alplaus,Schenectady,42.8553542,-73.8990122,79.0,1.0,42.8553542,-73.8990122,New York
ALPS,ALPS,GA,Meriwether,1890.0,1910.0,False,4.0,949,True,20.0,True,ALPS,MERIWETHER,GA,354290.0,Populated Place,Alps,Meriwether,33.1481788,-84.6032609,259.0,1.0,33.1481788,-84.6032609,Georgia
ALSACE,ALSACE,PA,Berks,1863.0,1899.0,True,4.0,952,True,36.0,True,ALSACE,BERKS,PA,1215913.0,Civil,Township of Alsace,Berks,40.3852922,-75.8597527,230.0,,40.3852922,-75.8597527,Pennsylvania
ALSATIA,ALSATIA,LA,East Carroll,1901.0,1945.0,True,1.0,954,True,44.0,True,ALSATIA,EAST CARROLL,LA,541045.0,Populated Place,Alsatia,East Carroll,32.6129138,-91.1823318,27.0,1.0,32.6129138,-91.1823318,Louisiana
ALSEN,ALSEN,NY,Greene,1902.0,1947.0,True,1.0,955,True,45.0,True,ALSEN,GREENE,NY,972164.0,Populated Place,Alsen,Greene,42.1581447,-73.9192987,37.0,1.0,42.1581447,-73.9192987,New York
ALSTEAD,ALSTEAD (1),NH,Cheshire,1813.0,1866.0,True,5.0,956,True,53.0,True,ALSTEAD,CHESHIRE,NH,1917453.0,Post Office,Alstead Post Office,Cheshire,43.1507822,-72.3637189,158.0,1.0,43.1507822,-72.3637189,New Hampshire
ALSTEAD CENTRE,ALSTEAD CENTRE(ER),NH,Cheshire,1866.0,1935.0,True,3.0,958,True,69.0,True,ALSTEAD CENTER,CHESHIRE,NH,865223.0,Populated Place,Alstead Center,Cheshire,43.118689,-72.3259203,375.0,1.0,43.118689,-72.3259203,New Hampshire
ALSTON,ALSTON,AL,Barbour,1892.0,1907.0,True,4.0,959,True,15.0,True,ALSTON,BARBOUR,AL,127783.0,Populated Place,Alston,Barbour,31.7151652,-85.4243829,155.0,1.0,31.7151652,-85.4243829,Alabama
ALSTON,ALSTON,AR,Franklin,1880.0,1921.0,True,3.0,960,True,41.0,True,ALSTON,FRANKLIN,AR,78748.0,Populated Place,Alston,Franklin,35.5461952,-93.8590858,149.0,1.0,35.5461952,-93.8590858,Arkansas
ALSTON,ALSTON,SC,Fairfield,1850.0,1928.0,False,3.0,962,True,78.0,True,ALSTON,FAIRFIELD,SC,1231002.0,Populated Place,Alston,Fairfield,34.2434812,-81.3167631,74.0,1.0,34.2434812,-81.3167631,South Carolina
ALSUP,ALSUP,MO,Greene,1894.0,1906.0,True,5.0,963,True,12.0,True,ALSUP,GREENE,MO,740526.0,Populated Place,Alsup,Greene,37.3980995,-93.3054685,327.0,1.0,37.3980995,-93.3054685,Missouri
ALTA VISTA,ALTA VISTA,MO,Daviess,1865.0,1905.0,False,4.0,965,True,40.0,True,ALTA VISTA,DAVIESS,MO,740233.0,Populated Place,Alta Vista,Daviess,39.9091686,-94.2052271,264.0,1.0,39.9091686,-94.2052271,Missouri
ALTACREST,ALTACREST,TN,Fentress,1920.0,1928.0,True,3.0,966,True,8.0,True,ALTICREST,FENTRESS,TN,1275641.0,School,Alticrest School,Fentress,36.4836845,-84.7729967,493.0,0.888888888888889,36.4836845,-84.7729967,Tennessee
ALTAMAHA,ALTAMAHA,GA,Tattnall,1876.0,1945.0,True,2.0,968,True,69.0,True,ALTAMAHA,TATTNALL,GA,331033.0,Populated Place,Altamaha,Tattnall,31.9615868,-82.2073445,51.0,1.0,31.9615868,-82.2073445,Georgia
ALTAMONT,ALTAMONT,FL,Seminole,1874.0,1891.0,True,5.0,971,True,17.0,True,ALTAMONTE,SEMINOLE,FL,299232.0,School,Altamonte Elementary School,Seminole,28.6807962,-81.3717315,23.0,0.875,28.6807962,-81.3717315,Florida
ALTAMONTE STATION,ALTAMONTE STATION,FL,Seminole,1884.0,1887.0,True,5.0,975,True,3.0,True,ALTAMONTE,SEMINOLE,FL,299232.0,School,Altamonte Elementary School,Seminole,28.6807962,-81.3717315,23.0,1.0,28.6807962,-81.3717315,Florida
ALTAY,ALTAY,NY,Schuyler,1849.0,1914.0,True,3.0,976,True,65.0,True,ALTAY,SCHUYLER,NY,942400.0,Populated Place,Altay,Schuyler,42.4395165,-77.0199665,375.0,1.0,42.4395165,-77.0199665,New York
ALTENWALD,ALTENWALD,PA,Franklin,1881.0,1920.0,True,3.0,978,True,39.0,True,ALTENWALD,FRANKLIN,PA,1168225.0,Populated Place,Altenwald,Franklin,39.8450925,-77.6036019,242.0,1.0,39.8450925,-77.6036019,Pennsylvania
ALTERTON,ALTERTON,PA,Cumberland,1844.0,1848.0,True,7.0,979,True,4.0,True,ALTERTON,CUMBERLAND,PA,1203937.0,Populated Place,Alterton,Cumberland,40.1856433,-77.3202619,157.0,1.0,40.1856433,-77.3202619,Pennsylvania
ALTHARP,ALTHARP,AR,Saline,1890.0,1900.0,True,7.0,982,True,10.0,True,ALTHARP,SALINE,AR,75610.0,Populated Place,Altharp (historical),Saline,34.5934267,-92.3701538,123.0,1.0,34.5934267,-92.3701538,Arkansas
ALTHEA,ALTHEA,MO,Ozark,1921.0,1926.0,True,4.0,983,True,5.0,True,ALTHEA,OZARK,MO,733823.0,Populated Place,Althea,Ozark,36.6414507,-92.2287689,190.0,1.0,36.6414507,-92.2287689,Missouri
ALTHEA,ALTHEA,AL,Russell,1873.0,1905.0,True,4.0,984,True,32.0,True,ALTHEA,RUSSELL,AL,157233.0,Populated Place,Althea,Russell,32.2576479,-85.3393861,107.0,1.0,32.2576479,-85.3393861,Alabama
ALTHEIM,ALTHEIM,MO,St. Louis,1884.0,1904.0,False,5.0,985,True,20.0,True,ALTHEIM,ST. LOUIS,MO,755686.0,Populated Place,Altheim,St. Louis,38.6314418,-90.4878983,204.0,1.0,38.6314418,-90.4878983,Missouri
ALTHOLM,ALTHOLM,PA,Warren,1913.0,1927.0,True,3.0,987,True,14.0,True,ALTHOM,WARREN,PA,1168226.0,Populated Place,Althom,Warren,41.7533933,-79.3028249,348.0,0.857142857142857,41.7533933,-79.3028249,Pennsylvania
ALTHOUSE,ALTHOUSE,PA,Somerset,1901.0,1905.0,True,6.0,989,True,4.0,True,ALTHOUSE,SOMERSET,PA,1168227.0,Populated Place,Althouse,Somerset,39.8881361,-79.0308594,635.0,1.0,39.8881361,-79.0308594,Pennsylvania
ALTITUDE,ALTITUDE,MS,Prentiss,1888.0,1906.0,False,5.0,992,True,18.0,True,ALTITUDE,PRENTISS,MS,666239.0,Populated Place,Altitude,Prentiss,34.6684275,-88.4431041,134.0,1.0,34.6684275,-88.4431041,Mississippi
ALTMAN,ALTMAN,PA,Lawrence,1898.0,1902.0,True,6.0,995,True,4.0,True,ALTMAN,LAWRENCE,PA,1168230.0,Populated Place,Altman,Lawrence,40.9756172,-80.2786739,363.0,1.0,40.9756172,-80.2786739,Pennsylvania
ALTO,ALTO,LA,Richland,1871.0,1965.0,True,1.0,997,True,94.0,True,ALTO,RICHLAND,LA,532147.0,Populated Place,Alto,Richland,32.3576468,-91.8598506,22.0,1.0,32.3576468,-91.8598506,Louisiana
ALTO,ALTO,TN,Franklin,1860.0,1942.0,True,2.0,998,True,82.0,True,ALTO,FRANKLIN,TN,1304815.0,Populated Place,Alto,Franklin,35.2706368,-85.953036,310.0,1.0,35.2706368,-85.953036,Tennessee
ALTO,ALTO,AL,Jackson,1885.0,1920.0,True,3.0,999,True,35.0,True,ALTO,JACKSON,AL,139288.0,Populated Place,Alto,Jackson,34.8139739,-86.1152603,487.0,1.0,34.8139739,-86.1152603,Alabama
ALTO,ALTO,AR,Poinsett,1896.0,1928.0,False,3.0,1000,True,32.0,True,ALTO,POINSETT,AR,57261.0,Populated Place,Alto,Poinsett,35.5700808,-90.3312105,67.0,1.0,35.5700808,-90.3312105,Arkansas
ALTO,ALTO,FL,Sumter,1888.0,1905.0,True,5.0,1001,True,17.0,True,ALTO,SUMTER,FL,2768095.0,Cemetery,Alto Cemetery,Sumter,28.9311762,-82.2434865,17.0,1.0,28.9311762,-82.2434865,Florida
ALTO,ALTO,MS,Jasper,1888.0,1915.0,True,4.0,1003,True,27.0,True,ALTO,JASPER,MS,692302.0,Populated Place,Alto,Jasper,31.9651534,-89.1078348,96.0,1.0,31.9651534,-89.1078348,Mississippi
ALTOMVILLE,ALTOMVILLE,TN,Hawkins,1897.0,1901.0,True,6.0,1004,True,4.0,True,ALTONVILLE,HAWKINS,TN,1647041.0,Populated Place,Altonville,Hawkins,36.3981482,-83.1235019,348.0,0.9,36.3981482,-83.1235019,Tennessee
ALTON,ALTON,LA,Richland,1871.0,1871.0,True,6.0,1005,True,0.0,True,ALTO,RICHLAND,LA,532147.0,Populated Place,Alto,Richland,32.3576468,-91.8598506,22.0,0.8,32.3576468,-91.8598506,Louisiana
ALTON,ALTON,LA,Saint Tammany,1896.0,1927.0,False,3.0,1006,True,31.0,True,ALTON,ST. TAMMANY,LA,559769.0,Populated Place,Alton,St. Tammany,30.3307493,-89.762008,8.0,1.0,30.3307493,-89.762008,Louisiana
ALTON,ALTON,FL,Lafayette,1904.0,1926.0,True,3.0,1009,True,22.0,True,ALTON,LAFAYETTE,FL,294651.0,Populated Place,Alton,Lafayette,30.0530017,-83.1379122,22.0,1.0,30.0530017,-83.1379122,Florida
ALTON,ALTON,ME,Penobscot,1846.0,1913.0,True,2.0,1011,True,67.0,True,ALTON,PENOBSCOT,ME,578831.0,Populated Place,Alton,Penobscot,45.0314546,-68.7286452,52.0,1.0,45.0314546,-68.7286452,Maine
ALTON,ALTON,PA,McKean,1866.0,1879.0,True,4.0,1015,True,13.0,True,ALTON,MCKEAN,PA,1209834.0,Populated Place,Alton,McKean,41.7942293,-78.6278036,631.0,1.0,41.7942293,-78.6278036,Pennsylvania
ALTON,ALTON,RI,Washington,1897.0,1973.0,True,1.0,1016,True,76.0,True,ALTON,WASHINGTON,RI,1217696.0,Populated Place,Alton,Washington,41.4376,-71.7172884,20.0,1.0,41.4376,-71.7172884,Rhode Island
ALTON PARK,ALTON PARK,TN,Hamilton,1895.0,1920.0,True,1.0,1020,True,25.0,True,ALTON PARK,HAMILTON,TN,1304816.0,Populated Place,Alton Park,Hamilton,35.0031308,-85.3166241,210.0,1.0,35.0031308,-85.3166241,Tennessee
ALTONA,ALTONA,MO,Bates,1868.0,1920.0,True,3.0,1022,True,52.0,True,ALTONA,BATES,MO,713254.0,Populated Place,Altona,Bates,38.3997405,-94.2349463,275.0,1.0,38.3997405,-94.2349463,Missouri
ALTOONA,ALTOONA,LA,Madison,1888.0,1894.0,True,5.0,1024,True,6.0,True,ALTOONA,MADISON,LA,553295.0,Populated Place,Altoona,Madison,32.4545865,-91.453728,24.0,1.0,32.4545865,-91.453728,Louisiana
ALTUS,ALTUS,MS,Lafayette,1906.0,1916.0,True,4.0,1031,True,10.0,True,ALTUS,LAFAYETTE,MS,692390.0,Populated Place,Altus,Lafayette,34.3409395,-89.3961887,139.0,1.0,34.3409395,-89.3961887,Mississippi
ALUM,ALUM,AR,Saline,1902.0,1930.0,True,2.0,1033,True,28.0,True,ALUM,SALINE,AR,65927.0,Populated Place,Alum (historical),Saline,34.5945361,-92.7279439,108.0,1.0,34.5945361,-92.7279439,Arkansas
ALUM ROCK,ALUM ROCK,PA,Clarion,1862.0,1960.0,True,1.0,1037,True,98.0,True,ALUM ROCK,CLARION,PA,1214243.0,Post Office,Alum Rock Post Office (historical),Clarion,41.167284,-79.6211593,331.0,1.0,41.167284,-79.6211593,Pennsylvania
