e,country,city,line,start_year,end_year,rr,length,tunnel_per,stations,cost,currency,year,ppp_rate,real_cost,cost_km_millions,continent
7872.0,CN,Zhengzhou,Line 14 Phase 1,2015.0,2020.0,0.0,8.3,100.0,6.0,6684.0,CNY,2019.0,0.2382,1592.19,191.83,Asia
7873.0,CN,Zhengzhou,Line 6 Phase 1,2015.0,2020.0,0.0,36.5,92.33,24.0,29304.0,CNY,2019.0,0.2382,6980.47,191.25,Asia
7874.0,CN,Fuzhou,Line 5 Phase 1,2016.0,2020.0,0.0,24.6,100.0,20.0,19288.0,CNY,2015.0,0.2583,4982.69,202.55,Asia
7875.0,CN,Nanjing,Line 9 Phase 1,2016.0,2020.0,0.0,18.0,100.0,15.0,14110.0,CNY,2015.0,0.2583,3645.05,202.5,Asia
7880.0,CN,Changsha,Line 5 South Extension,2018.0,2022.0,0.0,8.43,100.0,7.0,6727.0,CNY,2017.0,0.239,1607.79,190.72,Asia
7881.0,CN,Wuhan,Line 5,2017.0,2021.0,0.0,31.9,100.0,27.0,24964.0,CNY,2015.0,0.2583,6448.98,202.16,Asia
7882.0,CN,Chongqing,Line 5 Northern Extension,2019.0,2024.0,0.0,8.95,100.0,7.0,7168.0,CNY,2018.0,0.2379,1705.04,190.51,Asia
7883.0,CN,Beijing,Line 13A,2019.0,2022.0,0.0,30.2,60.26,18.0,23960.0,CNY,2019.0,0.2382,5707.48,188.99,Asia
7888.0,CN,Zhengzhou,Line 7 Phase 1,2015.0,2020.0,0.0,26.9,100.0,20.0,21158.0,CNY,2019.0,0.2382,5040.02,187.36,Asia
7889.0,CN,Changchun,Line 5 Phase 1,2020.0,2026.0,0.0,19.5,100.0,18.0,15382.0,CNY,2018.0,0.2379,3658.9,187.64,Asia
7890.0,CN,Wuhan,Line 11 East,2017.0,2021.0,0.0,32.1,100.0,20.0,24620.0,CNY,2015.0,0.2583,6360.11,198.13,Asia
7891.0,CN,Nanjing,Line 2 Western Extension,2017.0,2020.0,0.0,5.6,100.0,4.0,4280.0,CNY,2015.0,0.2583,1105.66,197.44,Asia
7896.0,CN,Nanning,Line 2 Eastern Extension,2017.0,2021.0,0.0,6.5,100.0,4.0,4898.0,CNY,2017.0,0.239,1170.65,180.1,Asia
7897.0,CN,Nanjing,Line 7,2016.0,2020.0,0.0,35.7,100.0,25.0,27220.0,CNY,2015.0,0.2583,7031.77,196.97,Asia
7898.0,CN,Fuzhou,Line 4 Phase 1,2017.0,2021.0,0.0,24.2,100.0,21.0,18436.0,CNY,2015.0,0.2583,4762.59,196.8,Asia
7899.0,CN,Chengdu,Line 30 Phase 1,2019.0,2024.0,0.0,24.78,100.0,24.0,19112.0,CNY,2019.0,0.2382,4552.64,183.72,Asia
7904.0,CN,Beijing,Line 7 Phase 1,2009.0,2014.0,0.0,23.7,100.0,21.0,16000.0,CNY,2014.0,0.266,4256.45,179.6,Asia
7905.0,CN,Nanchang,Line 4 Phase 1,2016.0,2021.0,0.0,38.2,84.29,29.0,28650.0,CNY,2015.0,0.2583,7401.19,193.75,Asia
7906.0,CN,Xi'an,Line 8,2015.0,2020.0,0.0,50.0,100.0,35.0,38286.0,CNY,2019.0,0.2382,9120.06,182.4,Asia
7907.0,CN,Hangzhou,Line 4 Phase 2,2017.0,2022.0,0.0,23.4,100.0,15.0,17388.0,CNY,2016.0,0.2507,4358.99,186.28,Asia
7913.0,CN,Changsha,Line 6 West,2018.0,2022.0,0.0,10.05,100.0,7.0,7565.0,CNY,2017.0,0.239,1808.08,179.91,Asia
7914.0,CN,Hangzhou,Line 8 Phase 1,2018.0,2022.0,0.0,17.2,100.0,8.0,12638.0,CNY,2016.0,0.2507,3168.21,184.2,Asia
7915.0,CN,Guangzhou,Line 7 Phase 2,2018.0,2022.0,0.0,21.8,100.0,11.0,16235.0,CNY,2017.0,0.239,3880.26,177.99,Asia
7920.0,CN,Suzhou,Line 7,2015.0,2020.0,0.0,27.0,100.0,23.0,18560.0,CNY,2018.0,0.2379,4414.84,163.51,Asia
7921.0,CN,Hangzhou,Line 3 Phase 1,2017.0,2021.0,0.0,52.2,100.0,35.0,37759.0,CNY,2016.0,0.2507,9465.78,181.34,Asia
7922.0,CN,Guangzhou,Line 18,2017.0,2020.0,0.0,62.5,100.0,9.0,46051.0,CNY,2017.0,0.239,11006.45,176.1,Asia
7923.0,CN,Shenyang,Line 6 Phase 1,2020.0,2026.0,0.0,36.0,100.0,32.0,26350.0,CNY,2019.0,0.2382,6276.8,174.36,Asia
7928.0,CN,Chengdu,Line 17 Phase 2,2019.0,2024.0,0.0,27.6,100.0,17.0,20014.0,CNY,2019.0,0.2382,4767.51,172.74,Asia
7929.0,CN,Nanning,Line 4 Phase 1,2015.0,2019.0,0.0,21.4,100.0,17.0,15119.0,CNY,2015.0,0.2583,3905.71,182.51,Asia
7930.0,CN,Nanning,Line 3 Phase1,2015.0,2019.0,0.0,27.7,100.0,23.0,19343.0,CNY,2015.0,0.2583,4996.9,180.39,Asia
7931.0,CN,Guiyang,Line 3 Phase 1,2018.0,2023.0,0.0,43.135,100.0,29.0,31545.0,CNY,2017.0,0.239,7539.44,174.79,Asia
7936.0,CN,Hefei,Line 5 Phase 1,2016.0,2020.0,0.0,40.3,100.0,34.0,28424.0,CNY,2014.0,0.266,7561.59,187.63,Asia
7937.0,CN,Hangzhou,Line 1 Phase 3,2017.0,2022.0,0.0,11.5,100.0,5.0,7796.0,CNY,2016.0,0.2507,1954.37,169.95,Asia
7938.0,CN,Shenyang,Line 2 Southern Extension,2015.0,2020.0,0.0,14.3,100.0,8.0,10170.0,CNY,2019.0,0.2382,2422.58,169.41,Asia
7939.0,CN,Kunming,Line 1 Northwestern Extension,2014.0,2016.0,0.0,7.9,100.0,7.0,5571.0,CNY,2013.0,0.2729,1520.47,192.46,Asia
7944.0,CN,Chongqing,Line 10,2014.0,2020.0,0.0,44.09,81.15,27.0,31098.0,CNY,2018.0,0.2379,7397.24,167.78,Asia
7945.0,CN,Nanjing,Line 6,2016.0,2020.0,0.0,34.8,100.0,17.0,23900.0,CNY,2015.0,0.2583,6174.12,177.42,Asia
7946.0,CN,Hefei,Line 3 Phase 1,2014.0,2019.0,0.0,37.7,92.0,32.0,26071.0,CNY,2014.0,0.266,6935.62,183.97,Asia
7947.0,CN,Nanjing,Line S8 Southern Extension,2017.0,2020.0,0.0,2.5,100.0,2.0,1711.0,CNY,2016.0,0.239,408.94,163.58,Asia
7952.0,CN,Chongqing,Line 5A,2019.0,2024.0,0.0,28.96,62.57,19.0,20334.0,CNY,2018.0,0.2379,4836.82,167.02,Asia
7953.0,CN,Fuzhou,Line 6,2015.0,2019.0,0.0,40.5,79.01,20.0,27716.0,CNY,2015.0,0.2583,7159.91,176.79,Asia
7954.0,CN,Shanghai,Airport Contact Line,2019.0,2025.0,0.0,68.6,83.0,9.0,48054.0,CNY,2018.0,0.2379,11430.54,166.63,Asia
7955.0,CN,Zhengzhou,Line 12 Phase 1,2015.0,2020.0,0.0,17.036,100.0,12.0,12600.0,CNY,2019.0,0.2382,3001.43,176.18,Asia
7960.0,CN,Beijing,Line 10 North and East,2003.0,2008.0,0.0,24.64,100.0,22.0,13700.0,CNY,2005.0,0.3517,4818.85,195.57,Asia
7961.0,CN,Changsha,Line 5 Phase 1,2014.0,2018.0,0.0,22.7,100.0,18.0,15663.0,CNY,2012.0,0.2808,4398.48,193.77,Asia
7962.0,CN,Wuhan,Line 7 South,2016.0,2020.0,0.0,14.2,100.0,7.0,9600.0,CNY,2015.0,0.2583,2479.98,174.65,Asia
7963.0,CN,Changchun,Line 7 Phase 1,2020.0,2025.0,0.0,22.5,100.0,19.0,15583.0,CNY,2018.0,0.2379,3706.71,164.74,Asia
7968.0,CN,Shenyang,Line 1 Eastern Extension,2020.0,2025.0,0.0,15.0,100.0,9.0,10350.0,CNY,2019.0,0.2382,2465.46,164.36,Asia
7969.0,CN,Nanjing,Line 11 Phase 1,2017.0,2021.0,0.0,27.0,95.93,20.0,18171.0,CNY,2016.0,0.239,4342.97,160.85,Asia
7970.0,CN,Xiamen,Line 3 Phase 2,2016.0,2020.0,0.0,22.6,74.34,13.0,15154.0,CNY,2016.0,0.239,3621.89,160.26,Asia
7971.0,CN,Hefei,Line 4 Phase 1,2015.0,2020.0,0.0,36.0,100.0,28.0,24289.0,CNY,2014.0,0.266,6461.56,179.49,Asia
7976.0,CN,Guiyang,Line 2 Phase 2,2017.0,2022.0,0.0,12.8,81.25,8.0,8475.0,CNY,2016.0,0.239,2025.57,158.25,Asia
7977.0,CN,Chengdu,Line 10 Phase 3,2019.0,2024.0,0.0,5.5,100.0,4.0,3716.0,CNY,2019.0,0.2382,885.18,160.94,Asia
7978.0,CN,Hefei,Line 1 Phase 1+2,2012.0,2020.0,0.0,24.58,100.0,26.0,16496.0,CNY,2012.0,0.2808,4632.41,188.46,Asia
7979.0,CN,Wuhan,Line 4 Western Extension,2016.0,2018.0,0.0,4.0,85.0,2.0,2634.0,CNY,2015.0,0.2583,680.44,170.11,Asia
7984.0,CN,Tianjin,Z4 Phase 1,2015.0,2020.0,0.0,43.7,34.55,20.0,28699.0,CNY,2015.0,0.2583,7413.85,169.65,Asia
7985.0,CN,Beijing,Daxing Airport Express Phase 1,2016.0,2019.0,0.0,44.0,100.0,3.0,27820.0,CNY,2019.0,0.2382,6626.97,150.61,Asia
7986.0,CN,Beijing,Daxing Airport Express Phase 2,2019.0,2020.0,0.0,3.5,100.0,2.0,4040.0,CNY,2019.0,0.2382,962.36,274.96,Asia
7987.0,CN,Beijing,Line 8 Phase 1 for Olympics,2005.0,2008.0,0.0,4.528,100.0,4.0,2420.0,CNY,2005.0,0.3517,851.21,187.99,Asia
7992.0,CN,Xi'an,Line 1 Phase 3,2015.0,2020.0,0.0,10.5,100.0,7.0,7009.0,CNY,2019.0,0.2382,1669.6,159.01,Asia
7993.0,CN,Changsha,Line 3 Phase 1,2012.0,2016.0,0.0,35.6,100.0,25.0,23628.0,CNY,2012.0,0.2808,6635.21,186.38,Asia
7994.0,CN,Chengdu,Line 27 Phase 1,2019.0,2024.0,0.0,22.2,59.46,20.0,14813.0,CNY,2019.0,0.2382,3528.59,158.95,Asia
7995.0,CN,Suzhou,Line 8,2015.0,2020.0,0.0,35.2,100.0,26.0,23660.0,CNY,2018.0,0.2379,5627.97,159.89,Asia
8000.0,CN,Suzhou,Line S1,2015.0,2023.0,0.0,41.0,100.0,27.0,27370.0,CNY,2018.0,0.2379,6510.47,158.79,Asia
8001.0,CN,Hangzhou,Line 7,2017.0,2021.0,0.0,45.0,100.0,24.0,28997.0,CNY,2016.0,0.239,6930.45,154.01,Asia
8002.0,CN,Taiyuan,Line 1 Phase 1,2014.0,2018.0,0.0,24.1,100.0,21.0,15790.0,CNY,2012.0,0.2808,4434.15,183.99,Asia
8003.0,CN,Changsha,Line 4 Phase 1,2013.0,2017.0,0.0,33.5,100.0,24.0,21938.0,CNY,2012.0,0.2808,6160.63,183.9,Asia
8008.0,CN,Changchun,Line 6,2020.0,2020.0,0.0,29.7,100.0,22.0,19549.0,CNY,2018.0,0.2379,4650.1,156.57,Asia
8009.0,CN,Suzhou,Line 6,2018.0,2023.0,0.0,34.2,100.0,28.0,23740.0,CNY,2018.0,0.2379,5647.0,165.12,Asia
8010.0,CN,Xi'an,Line 15 Phase 1,2020.0,2025.0,0.0,19.0,100.0,11.0,12436.0,CNY,2019.0,0.2382,2962.36,155.91,Asia
8011.0,CN,Guiyang,S2 Phase 1 North,2017.0,2021.0,0.0,32.1,98.44,16.0,20430.0,CNY,2016.0,0.239,4882.89,152.11,Asia
8016.0,CN,Wuhan,Line 6 Phase 2,2015.0,2020.0,0.0,7.0,100.0,5.0,4558.0,CNY,2018.0,0.2379,1084.21,154.89,Asia
8017.0,CN,Zhengzhou,Line 10 Phase 1,2015.0,2020.0,0.0,21.3,100.0,12.0,15495.46,CNY,2019.0,0.2382,3691.15,173.29,Asia
8018.0,CN,Changsha,Line 2 West Extension Phase 2,2017.0,2021.0,0.0,13.99,98.5,11.0,11138.0,CNY,2020.0,0.2382,2653.07,189.64,Asia
8019.0,CN,Kunming,Line 1 Feeder,2013.0,2015.0,0.0,5.2,100.0,4.0,3306.0,CNY,2013.0,0.2729,902.29,173.52,Asia
8024.0,CN,Hangzhou,Line 2 Phase 3,2017.0,2020.0,0.0,1.6,100.0,1.0,988.0,CNY,2016.0,0.239,236.14,147.59,Asia
8025.0,CN,Zhengzhou,Line 8 Phase 1,2020.0,2024.0,0.0,50.63,100.0,27.0,31019.49,CNY,2019.0,0.2382,7389.11,145.94,Asia
8026.0,CN,Chengdu,Line 19 Phase 2,2019.0,2024.0,0.0,45.6,100.0,10.0,28425.0,CNY,2019.0,0.2382,6771.08,148.49,Asia
8027.0,CN,Zhengzhou,Line 3 Phase 2,2015.0,2020.0,0.0,6.305,100.0,4.0,3800.9,CNY,2019.0,0.2382,905.41,143.6,Asia
8032.0,CN,Xi'an,Line 2 Phase 2,2015.0,2020.0,0.0,7.0,100.0,4.0,4289.0,CNY,2019.0,0.2382,1021.68,145.95,Asia
8033.0,CN,Taiyuan,Line 2 Phase 1,2012.0,2016.0,0.0,25.1,100.0,22.0,15139.0,CNY,2012.0,0.2808,4251.33,169.38,Asia
8034.0,CN,Xi'an,Line 14,2015.0,2020.0,0.0,13.8,100.0,8.0,8315.0,CNY,2019.0,0.2382,1980.71,143.53,Asia
8035.0,CN,Shenyang,Line 3 Phase 1,2019.0,2025.0,0.0,38.4,100.0,28.0,23130.0,CNY,2019.0,0.2382,5509.77,143.48,Asia
8040.0,CN,Guangzhou,Line 3 Eastern Extension,2019.0,2022.0,0.0,9.6,100.0,4.0,5698.0,CNY,2017.0,0.2382,1357.26,141.38,Asia
8041.0,CN,Beijing,Daxing Line,2007.0,2010.0,0.0,21.8,80.28,11.0,10930.0,CNY,2007.0,0.3323,3632.44,166.63,Asia
8043.0,CN,Shanghai,Chongming,2015.0,2020.0,0.0,44.6,59.0,8.0,26426.0,CNY,2018.0,0.2379,6285.92,140.94,Asia
8048.0,CN,Xi'an,Line 16 Phase 1,2019.0,2024.0,0.0,15.1,100.0,8.0,8857.0,CNY,2019.0,0.2382,2109.81,139.72,Asia
8049.0,CN,Wuhan,Xingang,2015.0,2020.0,0.0,30.2,84.11,11.0,17681.0,CNY,2018.0,0.2379,4205.76,139.26,Asia
8050.0,CN,Tianjin,Z2 Phase 1,2017.0,2020.0,0.0,52.8,33.9,5.0,29975.0,CNY,2015.0,0.2583,7743.48,146.66,Asia
8051.0,CN,Kunming,Line 3 Phase 2,2016.0,2018.0,0.0,4.0,0.0,3.0,2267.0,CNY,2013.0,0.2729,618.72,154.68,Asia
8056.0,CN,Changchun,Line 2 Eastern Extension,2020.0,2025.0,0.0,9.1,100.0,6.0,5131.0,CNY,2018.0,0.2379,1220.5,134.12,Asia
8057.0,CN,Hangzhou,Line 5 Phase 2,2017.0,2020.0,0.0,3.2,100.0,2.0,1754.0,CNY,2016.0,0.239,419.22,131.01,Asia
8058.0,CN,Guiyang,S1 Phase 1,2016.0,2020.0,0.0,28.5,52.98,12.0,15479.0,CNY,2016.0,0.239,3699.57,129.81,Asia
8059.0,CN,Chongqing,Line 4 Phase 2,2015.0,2020.0,0.0,32.6,63.4,14.0,18068.0,CNY,2018.0,0.2379,4297.81,131.83,Asia
8064.0,CN,Changsha,Line 2 West Extension Phase 1,2012.0,2015.0,0.0,4.5,100.0,4.0,2466.0,CNY,2012.0,0.2808,692.5,153.89,Asia
8065.0,CN,Beijing,Line 5,2002.0,2007.0,0.0,27.6,100.0,23.0,12000.0,CNY,2004.0,0.3545,4253.81,154.12,Asia
8066.0,CN,Chongqing,Ring Line,2012.0,2016.0,0.0,50.47,100.0,33.0,27330.0,CNY,2013.0,0.2729,7459.06,147.79,Asia
8067.0,CN,Changsha,Line 1 North Extension Phase 1,2017.0,2021.0,0.0,9.93,54.38,5.0,5337.0,CNY,2017.0,0.2382,1271.27,128.02,Asia
8072.0,CN,Kunming,Line 5,2015.0,2018.0,0.0,24.0,100.0,20.0,12911.0,CNY,2013.0,0.2729,3523.74,146.82,Asia
8073.0,CN,Xiamen,Line 4,2017.0,2022.0,0.0,69.6,44.83,18.0,36256.0,CNY,2016.0,0.239,8665.39,124.5,Asia
8074.0,CN,Chongqing,Line 6 Branch (EXPO) Phase 2,2016.0,2020.0,0.0,13.99,63.83,7.0,7474.0,CNY,2018.0,0.2379,1777.83,127.08,Asia
8075.0,CN,Wuhan,Line 8 Phase 3,2015.0,2020.0,0.0,4.9,100.0,2.0,2597.0,CNY,2018.0,0.2379,617.75,126.07,Asia
8080.0,CN,Nanjing,Line 3 Phase 3,2015.0,2017.0,0.0,6.6,100.0,2.0,3370.0,CNY,2015.0,0.2583,870.58,131.91,Asia
8081.0,CN,Chongqing,Line 9 Phase 2,2016.0,2020.0,0.0,10.77,100.0,5.0,5613.0,CNY,2013.0,0.2729,1531.93,142.24,Asia
8082.0,CN,Chongqing,Line 9,2015.0,2020.0,0.0,39.0,93.38,26.0,23339.0,CNY,2013.0,0.2729,6369.81,163.33,Asia
8083.0,CN,Wuhan,Line 7 Northern Extension,2015.0,2020.0,0.0,33.6,40.48,10.0,17559.0,CNY,2018.0,0.2379,4176.74,124.31,Asia
8088.0,CN,Wuhan,Line 2 Northern Extension,2015.0,2020.0,0.0,19.8,69.19,7.0,9437.0,CNY,2013.0,0.2729,2575.6,130.08,Asia
8089.0,CN,Xi'an,Line 10 Phase 1,2015.0,2020.0,0.0,34.6,45.0,15.0,17660.0,CNY,2019.0,0.2382,4206.77,121.58,Asia
8090.0,CN,Chongqing,Line 4 Phase 1,2013.0,2018.0,0.0,15.77,70.07,9.0,8805.0,CNY,2013.0,0.2729,2403.11,152.38,Asia
8091.0,CN,Nanchang,Line 1 Eastern Extension,2018.0,2021.0,0.0,4.1,100.0,2.0,2040.0,CNY,2015.0,0.2729,556.77,135.8,Asia
8096.0,CN,Changsha,Line 6 East,2018.0,2022.0,0.0,12.15,100.0,5.0,6140.0,CNY,2017.0,0.2382,1462.55,120.37,Asia
8097.0,CN,Changchun,Line 4 Southern Extension,2020.0,2023.0,0.0,4.0,0.0,6.0,2013.0,CNY,2018.0,0.2379,478.83,119.71,Asia
8098.0,CN,Kunming,Line 4,2016.0,2019.0,0.0,43.5,100.0,26.0,21564.0,CNY,2013.0,0.2729,5885.37,135.3,Asia
8099.0,CN,Wuhan,Line 21,2015.0,2020.0,0.0,33.7,71.81,15.0,16107.0,CNY,2015.0,0.2729,4396.02,130.45,Asia
8104.0,CN,Changsha,Line 4 North Extension,2018.0,2022.0,0.0,14.26,14.45,8.0,6831.0,CNY,2017.0,0.2382,1627.14,114.11,Asia
8105.0,CN,Shanghai,Line 11 (to Disney),2015.0,2016.0,0.0,9.15,15.96,3.0,4371.0,CNY,2012.0,0.2808,1227.46,134.15,Asia
8106.0,CN,Wuhan,Line 16,2015.0,2020.0,0.0,32.3,39.01,12.0,15420.0,CNY,2018.0,0.2379,3667.94,113.56,Asia
8107.0,CN,Nanchang,Line 2 Western Extension,2015.0,2018.0,0.0,8.5,100.0,7.0,3930.0,CNY,2015.0,0.2729,1072.6,126.19,Asia
8112.0,CN,Beijing,Line 15 Phase 1,2009.0,2014.0,0.0,41.4,66.91,18.0,18100.0,CNY,2010.0,0.3004,5437.07,131.33,Asia
8113.0,CN,Shanghai,Line 6,2002.0,2011.0,0.0,33.09,63.61,28.0,12000.0,CNY,2002.0,0.3719,4462.63,134.86,Asia
8114.0,CN,Wuhan,Line 1 Phase 4 (Jinghe),2015.0,2017.0,0.0,3.97,0.0,3.0,1740.0,CNY,2015.0,0.2729,474.89,119.62,Asia
8115.0,CN,Changchun,Line 9 (Konggang),2019.0,2025.0,0.0,28.2,49.29,8.0,12640.0,CNY,2018.0,0.2379,3006.66,106.62,Asia
8120.0,CN,Tianjin,M3 Phase 2,2015.0,2020.0,0.0,3.9,0.0,3.0,1704.0,CNY,2015.0,0.2729,465.07,119.25,Asia
8121.0,CN,Chongqing,Line 6 Branch (EXPO) Phase 1,2015.0,2013.0,0.0,12.2,100.0,6.0,5292.0,CNY,2013.0,0.2729,1444.32,118.39,Asia
8123.0,CN,Chongqing,Line 5 Phase 1 North,2013.0,2018.0,0.0,16.42,100.0,10.0,9700.0,CNY,2013.0,0.2729,2647.38,161.23,Asia
8128.0,CN,Kunming,Line 6,2013.0,2015.0,0.0,25.4,100.0,6.0,10151.0,CNY,2013.0,0.2729,2770.47,109.07,Asia
8129.0,CN,Beijing,Line 13B,2019.0,2022.0,0.0,32.2,31.99,15.0,12640.0,CNY,2019.0,0.2382,3010.96,93.51,Asia
8130.0,CN,Changsha,Line 5 North Extension,2019.0,2022.0,0.0,3.65,48.49,2.0,1409.0,CNY,2017.0,0.2382,335.62,91.95,Asia
8131.0,CN,Beijing,Line 8 Northern Extension,2011.0,2013.0,0.0,6.328,73.45,3.0,3212.2,CNY,2011.0,0.2838,911.52,144.05,Asia
8136.0,CN,Shanghai,Line 8 Phase 3 (Pujiang Line),2016.0,2018.0,0.0,6.689,0.0,6.0,3177.0,CNY,2015.0,0.2729,867.09,129.63,Asia
8137.0,CN,Kunming,Line 1 Southern Extension,2013.0,2015.0,0.0,7.3,100.0,3.0,2395.0,CNY,2013.0,0.2729,653.66,89.54,Asia
8138.0,CN,Changchun,Line 3 Southern Extension,2015.0,2020.0,0.0,3.0,26.67,2.0,839.0,CNY,2018.0,0.2379,199.57,66.52,Asia
8139.0,CN,Beijing,Capital Airport Express,2005.0,2008.0,0.0,28.1,0.0,4.0,622.3,CNY,2005.0,0.3517,218.89,7.79,Asia
8146.0,CN,Wenzhou,S1 Phase 1,2013.0,2019.0,0.0,53.5,18.69,21.0,18606.83,CNY,2014.0,0.266,4949.94,92.52,Asia
8154.0,CN,Lanzhou,Line 2 Phase 1,2015.0,2020.0,0.0,9.4,100.0,8.0,5762.0,CNY,2012.0,0.2808,1618.08,172.14,Asia
8155.0,CN,Lanzhou,Line 1 Phase 1,2011.0,2016.0,0.0,26.6,100.0,20.0,17160.0,CNY,2012.0,0.2808,4818.87,181.16,Asia
8160.0,CN,Dongguan,Line 1 Phase 1,2019.0,2024.0,0.0,57.5,86.0,24.0,36822.0,CNY,2019.0,0.2382,8771.32,152.54,Asia
8161.0,CN,Dongguan,Line 1 Phase 2,2023.0,2028.0,0.0,10.9,34.86,4.0,6055.0,CNY,2019.0,0.2382,1442.35,132.33,Asia
8162.0,CN,Dongguan,Line 1 Phase 3,2020.0,2025.0,0.0,3.54,100.0,1.0,1728.0,CNY,2019.0,0.2382,411.62,116.28,Asia
8163.0,CN,Dongguan,Line 1 Feeder Phase 1,2022.0,2027.0,0.0,25.56,100.0,10.0,17499.0,CNY,2019.0,0.2382,4168.41,163.08,Asia
8168.0,CN,Dongguan,Line 2 Phase 3,2021.0,2026.0,0.0,17.5,97.54,8.0,11532.0,CNY,2019.0,0.2382,2747.02,156.97,Asia
8169.0,CN,Dongguan,Line 3 Phase 1,2023.0,2028.0,0.0,50.14,100.0,18.0,32178.0,CNY,2019.0,0.2382,7665.08,152.87,Asia
8170.0,CN,Dongguan,Line 3 feeder,2024.0,2028.0,0.0,1.8,100.0,1.0,1297.0,CNY,2019.0,0.2382,308.96,171.64,Asia
8171.0,SA,Riyadh,Blue,2015.0,2016.0,0.0,38.0,42.63,22.0,6561.0,USD,2013.0,1.82,11941.02,314.2373684,Asia
8176.0,SA,Riyadh,Red,2014.0,2020.0,0.0,25.3,0.0,13.0,2880.0,USD,2013.0,1.82,5241.6,207.1778656,Asia
8177.0,SA,Riyadh,Orange,2014.0,2017.0,0.0,40.7,14.0,20.0,5002.0,USD,2013.0,1.82,9103.64,223.6766585,Asia
8178.0,SA,Riyadh,Yellow,2014.0,2020.0,0.0,29.6,0.0,8.0,2270.0,USD,2013.0,1.82,4131.4,139.5743243,Asia
8179.0,SA,Riyadh,Green,2015.0,2016.0,0.0,12.9,93.02,11.0,2220.0,USD,2013.0,1.82,4040.4,313.2093023,Asia
8184.0,SA,Riyadh,Purple,2014.0,2019.0,0.0,29.9,0.0,6.0,3330.0,USD,2013.0,1.82,6060.6,202.6956522,Asia
8186.0,SA,Jeddah,Jeddah Metro,2014.0,2025.0,0.0,161.1,12.41,81.0,12000.0,USD,2015.0,1.435,17220.0,106.8901304,Asia
8187.0,SA,Mecca,Mecca Metro,2009.0,2020.0,,188.0,100.0,90.0,62000.0,SAR,2010.0,0.6161429452,38200.8626,203.1960777,Asia
8194.0,BH,Bahrain,Phase 1 (Red & Blue),2018.0,2023.0,1.0,28.6,0.0,20.0,453.0,BD,2019.0,5.0,2265.0,79.1958042,Asia
8200.0,AE,Dubai,Phase 1 - Red Line,2005.0,2010.0,0.0,35.0,13.43,29.0,4200.0,USD,2005.0,1.8,7560.0,216.0,Asia
8201.0,AE,Dubai,Phase 2 - Green Line,2006.0,2010.0,0.0,22.5,35.11,20.0,3600.0,USD,2006.0,1.9,6840.0,304.0,Asia
8202.0,AE,Dubai,Phase 3 (Red Line Extension/Route 2020),2016.0,2020.0,0.0,15.0,21.33,7.0,2900.0,USD,2016.0,1.9,5510.0,367.3333333,Asia
8203.0,EG,Cairo,Line 1,1982.0,1987.0,1.0,44.0,14.32,35.0,973.0,EGP,1987.0,2.5,2432.5,55.28409091,Africa
8208.0,EG,Cairo,Line 2,1993.0,2005.0,0.0,22.0,43.18,20.0,9700.0,EGP,2005.0,1.0,9700.0,440.9090909,Africa
8210.0,EG,Cairo,Line 3 Phase 1,2006.0,2012.0,0.0,4.3,100.0,5.0,4200.0,EGP,2009.0,0.7142857143,3000.0,697.6744186,Africa
8218.0,EG,Cairo,Line 4 (4 Phases),2019.0,2020.0,0.0,19.0,100.0,17.0,3600.0,USD,2019.0,3.6,12960.0,682.1052632,Africa
8224.0,EG,Cairo,Line 6,2017.0,2020.0,0.0,21.0,65.24,24.0,4000.0,USD,2017.0,3.1,12400.0,590.4761905,Africa
8225.0,KW,Kuwait City,Kuwait Metro,2020.0,2025.0,0.0,160.0,35.0,68.0,20000.0,USD,2020.0,1.52,30400.0,190.0,Asia
9459.0,UZ,Tashkent,Sergeli Line,2017.0,2020.0,0.0,7.1,0.0,6.0,142.0,USD,2018.0,5.0,711.0,100.1408451,Asia
9460.0,UZ,Tashkent,Yunusabad Line extension,2017.0,2020.0,0.0,2.9,100.0,2.0,125.0,USD,2018.0,5.0,624.0,215.1724138,Asia
9461.0,CN,Shanghai,Line 15,2015.0,2020.0,0.0,42.3,100.0,30.0,47650.0,CNY,2014.0,0.266,12676.24,299.67,Asia
9462.0,CN,Shanghai,Line 14,2016.0,2020.0,0.0,38.514,100.0,31.0,57686.0,CNY,2013.0,0.2729,15744.0,408.79,Asia
9486.0,CN,Guangzhou,Line 13 Phase 1,2013.0,2017.0,0.0,27.03,100.0,11.0,19038.0,CNY,2013.0,0.2729,5195.96,192.23,Asia
9491.0,CN,Guiyang,Line 1 Phase 1,2013.0,2017.0,0.0,34.3,84.55,25.0,19370.0,CNY,2010.0,0.3004,5818.75,169.64,Asia
9492.0,CN,Wuhan,Line 4 Phase 1,2009.0,2020.0,0.0,15.4,100.0,15.0,9400.0,CNY,2009.0,0.3174,2983.18,193.71,Asia
9493.0,CN,Chengdu,Line 8 Phase 1,2016.0,2020.0,0.0,27.4,100.0,22.0,21863.0,CNY,2016.0,0.239,5225.38,190.71,Asia
9494.0,CN,Chengdu,Line 9 Phase 1,2016.0,2020.0,0.0,22.2,100.0,13.0,20253.0,CNY,2017.0,0.2382,4824.29,217.31,Asia
9499.0,CN,Chengdu,Line 10 Phase 2,2016.0,2029.0,0.0,26.7,38.95,9.0,13156.0,CNY,2016.0,0.239,3144.36,117.77,Asia
